CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
84594900;Outras máquinas para mandrilar (escarear);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84595100;Máquinas-ferramentas para fresar metais, com console, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84595900;Máquinas-ferramentas para fresar metais, com console, sem comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84596100;Outras máquinas-ferramentas para fresar metais, sem console, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84596900;Máquinas-ferramentas para fresar metais, sem console, sem comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84597000;Outras máquinas para roscar interior ou exteriormente o metal;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84601100;Máquinas para retificar superfícies planas, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84601200;Máquinas para retificar superfícies planas, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84601900;Outras máquinas para retificar superfícies planas, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84602100;Outras máquinas para retificar, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84602200;Máquinas para retificar sem centro, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84602300;Outras máquinas para retificar superfícies cilíndricas, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84602400;Outras máquinas para retificar, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84602900;Outras máquinas para retificar, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84603100;Máquinas-ferramentas para afiar metais/ceramais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84603900;Outras máquinas-ferramentas para afiar metais/ceramais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84604011;Brunidoras para cilindros de diâmetro inferior ou igual a 312 mm, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84604019;Outras máquinas-ferramentas para brunir metais/ceramais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84604091;Outras brunidoras para cilindros de diâmetro inferior ou igual a 312 mm;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84604099;Outras máquinas-ferramentas para brunir metais/ceramais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84609010;Outras máquinas-ferramentas para amolar, etc, metais/ceramais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84609011;Máquinas-ferramentas de polir, com cinco ou mais cabeças e porta-peças rotativo, metais/ceramais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84609012;Máquinas-ferramentas de esmerilhar, com duas ou mais cabeças e porta-peças rotativo, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84609019;Outras máquinas-ferramentas para amolar, etc, metais/ceramais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84609090;Outras máquinas-ferramentas para amolar, etc, metais/ceramais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84611000;Máquinas-ferramentas para aplainar engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84612010;Máquinas-ferramentas para escatelar engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84612090;Plainas-limadoras de engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84613010;Máquinas-ferramentas para brochar engrenagens, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84613090;Outras máquinas-ferramentas para brochar engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614010;Máquinas para cortar ou acabar engrenagens, com comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614011;"Denteadoras de engrenagens, tipo ""pfauter"", com comando numérico";0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614012;Redondeadoras de dentes de engrenagens, com comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614019;Outras máquinas-ferramentas para cortar/acabar engrenagens, com comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614091;Redondeadoras de dentes de engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84614099;Outras máquinas-ferramentas para cortar/acabar engrenagens;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84615010;Máquinas-ferramentas para serrar ou seccionar metais, de fitas sem fim;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84615020;Máquinas-ferramentas para serrar ou seccionar metais, circulares;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84615090;Outras máquinas-ferramentas para serrar ou seccionar metais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84619010;Outras máquinas-ferramentas que trabalhem por eliminação de metal ou de ceramais (cermets), não especificadas nem compreendidas noutras posições, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84619090;Outras máquinas-ferramentas que trabalhem por eliminação de metal ou de ceramais (cermets), não especificadas nem compreendidas noutras posições;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84621011;Máquinas-ferramentas para estampar metais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84621019;Máquinas (incluindo as prensas) para forjar martelos, martelos-pilões e martinetes, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84621090;Outras máquinas (incluindo as prensas) para forjar martelos, martelos-pilões e martinetes;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84622100;Máquinas (incluindo as prensas) para enrolar, arquear, dobrar, endireitar ou aplanar metais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84622900;Outras máquinas-ferramentas (incluindo as prensas) para enrolar, arquear, dobrar, endireitar ou aplanar metais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84623100;Máquinas-ferramentas para cisalhar metais, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84623910;Máquinas-ferramentas para cisalhar metais, tipo guilhotina;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84623990;Outras máquinas-ferramentas para cisalhar metais;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84624100;Máquinas (incluindo as prensas) para puncionar ou para chanfrar metais, incluindo as máquinas combinadas de puncionar e cisalhar, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84624900;Máquinas (incluindo as prensas) para puncionar ou para chanfrar metais, incluindo as máquinas combinadas de puncionar e cisalhar;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629111;Prensas hidráulicas, de capacidade igual ou inferior a 35.000 kN, para moldagem de pós metálicos por sinterização;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629119;Outras prensas hidráulicas, de capacidade igual ou inferior a 35.000 kN;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629191;Outras prensas hidráulicas para moldagem de pós metálicos por sinterização;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629199;Outras prensas hidráulicas para metais/carbonetos metálicos;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629910;Prensas para moldagem de pós metálicos por sinterização;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629920;Prensas para extrusão de metais/carbonetos metálicos;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84629990;Outras prensas para trabalhar metais/carbonetos metálicos;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84631010;Bancas para estirar tubos de metais ou ceramais (cermets);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84631090;Bancas para estirar barras, perfis, fios ou semelhantes, de metais ou ceramais (cermets);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84632010;Máquinas para fazer roscas internas ou externas por laminagem, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84632090;Outras máquinas-ferramentas para fazer roscas por laminagem de metais, etc;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84632091;Outras máquinas-ferramentas de pente plano, com capacidade de produção superior ou igual a 160 unidades por minuto, de diâmetro de rosca compreendido entre 3 mm e 10 mm;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84632099;Outras máquinas-ferramentas para fazer roscas por laminagem de metais, etc;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84633000;Máquinas para trabalhar arames e fios de metal;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84639010;Outras máquinas-ferramentas para trabalhar metais ou ceramais (cermets), que trabalhem sem eliminação de matéria, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84639090;Outras máquinas-ferramentas para trabalhar metais ou ceramais (cermets), que trabalhem sem eliminação de matéria;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84641000;Máquinas-ferramentas para serrar pedra, produtos cerâmicos, concreto, fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84642010;Máquinas para esmerilar ou polir, para vidro;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84642021;Máquinas-ferramentas para cerâmica, de polir placas, para pavimentação ou revestimento, com oito ou mais cabeças;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84642029;Outras máquinas-ferramentas para esmerilar ou polir cerâmica;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84642090;Máquinas-ferramentas para esmerilar/polir pedra, etc.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84649011;Outras máquinas-ferramentas, de comando numérico, para retificar, fresar e perfurar vidro;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84649019;Outras máquinas-ferramentas para trabalho a frio do vidro;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84649090;Outras-máquinas ferramentas para trabalhar pedra, produtos cerâmicos, concreto, fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro.;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84651000;Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas, para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84652000;Centros de usinagem (fabricação);0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659110;Máquinas-ferramentas de serrar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, de fita sem fim;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659120;Máquinas-ferramentas de serrar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, circulares;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659190;Outras máquinas-ferramentas de serrar madeira, cortiça, osso, etc;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659211;Fresadoras de madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
84659219;Máquinas-ferramentas para desbastar, etc, madeira, cortiça, etc, de comando numérico;0999;Demais máquinas, aparelhos e instrumentos mecânicos;Otras máquinas y aparatos mecánicos;Other machines, mechanical appliances and instruments;09;MAQUINAS,APARELHOS E INSTRUMENTOS MECANICOS;Maquinaria y aparatos mecánicos;Machinery and mechanical appliances
